Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
16-February-2018,94.05,96.80,94.05,95.95,96.030578806139420298,11057070,3150,1061816832.00,346713,3.14,2.75,1.90
15-February-2018,95.00,95.70,93.90,94.45,94.856673164087268969,298067,1775,28273644.00,98186,32.94,1.80,-0.55
14-February-2018,95.10,96.25,94.70,95.15,95.468265869254461910,456811,1564,43610954.00,120954,26.48,1.55,0.05
12-February-2018,95.50,96.75,94.80,95.35,95.927162752753336052,429025,1864,41155151.00,117708,27.44,1.95,-0.15
9-February-2018,93.80,97.55,92.00,95.35,94.317576613036622079,453415,1773,42765004.00,90961,20.06,5.55,1.55
8-February-2018,94.00,95.80,93.70,94.70,94.903826499610516648,501947,2139,47636691.00,176001,35.06,2.10,0.70
7-February-2018,95.25,95.35,93.10,93.40,94.049046848442286749,393012,1835,36962404.00,151595,38.57,2.25,-1.85
6-February-2018,90.00,94.50,87.50,93.05,91.350816707522706984,1129168,3978,103150419.00,330194,29.24,7.00,3.05
5-February-2018,92.00,94.65,89.20,94.30,92.400414232370997795,673535,2606,62234913.00,265682,39.45,5.45,2.30
2-February-2018,96.95,97.10,91.50,93.00,94.744556217963633570,885322,3721,83879440.00,352380,39.80,5.60,-3.95
1-February-2018,101.00,101.25,97.45,97.85,99.014382822411148770,792195,2865,78438699.00,215655,27.22,3.80,-3.15
31-January-2018,100.70,101.85,98.90,100.45,99.587726663472907408,1569728,2400,156325643.00,1040603,66.29,2.95,-0.25
30-January-2018,99.85,101.50,97.50,100.70,99.217713559748722242,1024842,3657,101682480.00,273800,26.72,4.00,0.85
29-January-2018,101.55,102.20,99.00,100.55,101.253259808820589998,3061836,2860,310020876.00,2346857,76.65,3.20,-1.00
25-January-2018,102.70,103.65,100.65,101.15,102.192059549743185373,550397,2125,56246203.00,284019,51.60,3.00,-1.55
24-January-2018,103.50,103.80,102.50,103.20,103.030913996791749598,3158731,2498,325446942.00,2751174,87.10,1.30,-0.30
23-January-2018,102.00,104.00,102.00,103.20,102.959627950412323122,12322981,11439,1268769539.00,11177770,90.71,2.00,1.20
22-January-2018,103.20,103.40,101.20,101.55,102.001654352145343148,733822,5844,74851058.00,334489,45.58,2.20,-1.65
19-January-2018,102.25,104.20,101.15,103.10,102.484903328653328653,820512,5793,84090093.00,275941,33.63,3.05,0.85
18-January-2018,109.40,109.80,100.75,102.15,104.370566794887157002,1635724,7421,170721441.00,609700,37.27,9.05,-7.25
17-January-2018,105.00,106.20,103.10,105.15,104.753868013294280120,1054288,3831,110440746.00,305359,28.96,3.10,0.15
16-January-2018,112.40,112.75,104.10,104.75,106.918701030558721558,8043792,12534,860031792.00,1047020,13.02,8.65,-7.65
15-January-2018,116.75,116.75,110.10,113.25,113.914598311831465861,1329962,4438,151502087.00,343957,25.86,6.65,-3.50
12-January-2018,115.00,115.80,113.45,115.10,114.823712222094838305,566965,1995,65101026.00,198076,34.94,2.35,0.10
11-January-2018,113.75,115.00,113.50,114.15,114.276908499505020506,353550,1156,40402601.00,141767,40.10,1.50,0.40
10-January-2018,115.20,115.20,112.70,113.05,113.382670032557682074,396527,1434,44959290.00,151127,38.11,2.50,-2.15
9-January-2018,116.00,116.45,113.70,115.05,114.889670238219078331,384520,1582,44177376.00,150751,39.20,2.75,-0.95
8-January-2018,112.50,115.70,112.50,115.20,113.769562199140809780,5697225,3712,648170794.00,4825285,84.70,3.20,2.70
5-January-2018,108.30,112.80,108.30,111.60,111.327664258492425821,782197,3099,87080165.00,313926,40.13,4.50,3.30
4-January-2018,108.00,109.45,106.75,108.65,107.959894687188950051,481233,1967,51953864.00,203836,42.36,2.70,0.65
3-January-2018,107.00,108.30,107.00,107.80,107.858226439407251215,170730,870,18414635.00,66266,38.81,1.30,0.80
2-January-2018,108.50,109.70,106.85,107.70,108.028469113310913196,463274,1405,50046781.00,83004,17.92,2.85,-0.80
1-January-2018,108.20,109.95,108.20,108.80,109.197910167489475118,165085,869,18026937.00,58153,35.23,1.75,0.60
29-December-2017,108.95,110.05,108.50,108.80,109.393497135117448770,262838,1248,28752768.00,116588,44.36,1.55,-0.15
28-December-2017,109.00,110.50,108.50,109.15,109.225199303965783292,335041,1665,36594920.00,111857,33.39,2.00,0.15
27-December-2017,109.55,111.30,108.90,109.35,110.232633736421397827,243950,1298,26891251.00,78461,32.16,2.40,-0.20
26-December-2017,107.70,110.05,107.45,109.55,109.282725273058252427,263680,1179,28815669.00,102417,38.84,2.60,1.85
22-December-2017,108.10,108.90,107.30,107.60,108.466681238840879217,1358754,1292,147379537.00,1130374,83.19,1.60,-0.50
21-December-2017,108.50,108.70,107.05,107.95,107.907637164784110650,300478,1218,32423871.00,123722,41.18,1.65,-0.55
20-December-2017,109.50,109.50,107.80,108.30,108.553446978054066681,308212,1512,33457475.00,134508,43.64,1.70,-1.20
19-December-2017,108.55,109.95,108.50,109.50,109.330756295897321369,304484,1238,33289466.00,114774,37.69,1.45,0.95
18-December-2017,108.50,109.70,100.95,107.80,107.035848753016894609,1336225,5000,143023977.00,334928,25.07,8.75,-0.70
15-December-2017,106.50,107.90,104.50,107.65,106.240191806597904174,461298,1856,49008388.00,188244,40.81,3.40,1.15
14-December-2017,105.15,105.80,102.00,103.90,102.536590319247147943,3121782,3830,320096882.00,2625680,84.11,3.80,-1.25
13-December-2017,106.00,107.60,104.40,105.10,106.183365432874050302,404471,1929,42948092.00,133008,32.88,3.20,-0.90
12-December-2017,108.00,108.95,106.45,106.75,107.299462151232332766,368691,1697,39560346.00,153807,41.72,2.50,-1.25
11-December-2017,110.50,110.50,108.00,108.25,108.519034771362013641,548181,1819,59488073.00,306480,55.91,2.50,-2.25
8-December-2017,109.80,110.75,108.25,108.95,109.424151612103324604,330686,1500,36185035.00,102456,30.98,2.50,-0.85
7-December-2017,107.80,110.15,107.80,109.70,109.269345371880659123,311444,1333,34031282.00,116504,37.41,2.35,1.90
6-December-2017,108.20,109.45,107.35,107.75,108.376842639061325126,457496,1942,49581972.00,131096,28.66,2.10,-0.45
5-December-2017,106.50,109.35,105.25,108.05,107.439386622190137163,602565,3374,64739214.00,191350,31.76,4.10,1.55
4-December-2017,108.55,109.30,105.55,106.30,107.058308425104846264,604218,4140,64686557.00,231854,38.37,3.75,-2.25
1-December-2017,110.65,112.00,108.00,108.45,110.684984039801687434,3678839,3153,407192236.00,2201613,59.85,4.00,-2.20
30-November-2017,112.30,112.70,110.05,110.65,111.504035778333181000,317287,1199,35378781.00,119465,37.65,2.65,-1.65
29-November-2017,113.00,113.55,112.05,112.30,112.600804644866733641,212019,969,23873510.00,83274,39.28,1.50,-0.70
28-November-2017,112.30,113.80,111.75,113.10,112.605378611026942133,468634,2049,52770709.00,197507,42.15,2.05,0.80
27-November-2017,112.00,112.80,111.25,112.25,112.268103254238091289,422065,1423,47384437.00,156226,37.01,1.55,0.25
24-November-2017,112.50,113.25,111.90,112.20,112.523818404837564289,278818,1261,31373666.00,110045,39.47,1.35,-0.30
23-November-2017,113.00,113.50,112.25,113.00,112.905364194595488659,193468,858,21843575.00,50942,26.33,1.25,0.00
22-November-2017,112.40,113.20,110.45,113.00,110.968396757990330435,2125225,1655,235832811.00,1818700,85.58,2.75,0.60
21-November-2017,113.30,114.00,111.20,112.00,112.455474426321810852,333898,1448,37548658.00,136005,40.73,2.80,-1.30
20-November-2017,113.00,113.60,112.50,113.20,113.076294288852719269,249442,2345,28205977.00,93231,37.38,1.10,0.20
17-November-2017,114.00,114.40,112.30,112.55,113.459703805460346676,295549,1165,33532902.00,117014,39.59,2.10,-1.45
16-November-2017,112.00,112.75,111.55,112.25,112.234946264325991727,425974,1634,47809169.00,158329,37.17,1.20,0.25
15-November-2017,111.10,112.55,110.10,110.55,111.058479764737594481,452601,1992,50265179.00,140971,31.15,2.45,-0.55
14-November-2017,114.60,114.60,110.70,111.15,112.129962602428942888,579182,3213,64943656.00,224024,38.68,3.90,-3.45
13-November-2017,113.00,115.15,112.50,114.50,113.926559520377362422,575786,2048,65597318.00,198018,34.39,2.65,1.50
10-November-2017,115.90,115.90,111.60,112.35,113.778032232799219972,688181,2322,78299880.00,245068,35.61,4.30,-3.55
9-November-2017,113.00,115.50,112.40,114.50,113.692068472292714437,325095,1426,36960723.00,115247,35.45,3.10,1.50
8-November-2017,113.00,114.95,112.30,112.95,113.793442077620275819,426873,2239,48575348.00,172758,40.47,2.65,-0.05
7-November-2017,116.60,117.35,112.85,113.80,114.820813815852503989,970711,7765,111457827.00,352144,36.28,4.50,-2.80
6-November-2017,116.00,119.35,115.15,116.60,117.614221296710518502,505186,2054,59417058.00,156164,30.91,4.20,0.60
3-November-2017,118.00,118.70,115.35,115.95,116.139686924379797221,4047265,5902,470048090.00,3280949,81.07,3.35,-2.05
2-November-2017,122.95,122.95,117.70,118.20,118.969027748966793789,626690,3085,74556700.00,227916,36.37,5.25,-4.75
1-November-2017,122.60,123.50,120.00,120.65,121.785402524523357964,1616622,1714,196880961.00,1316515,81.44,3.50,-1.95
31-October-2017,122.10,123.95,121.10,121.80,122.044448182053602654,374571,1251,45714311.00,158991,42.45,2.85,-0.30
30-October-2017,120.00,123.20,120.00,121.90,121.761927303328963764,494328,2176,60190330.00,154453,31.25,3.20,1.90
27-October-2017,120.00,121.95,119.00,120.20,120.717705899807520781,1142461,1843,137915271.00,781584,68.41,2.95,0.20
26-October-2017,123.00,123.00,118.55,119.25,120.178030659127977163,670143,2347,80536466.00,192264,28.69,4.45,-3.75
25-October-2017,126.00,127.00,119.30,121.05,121.810840853414600256,1072351,4006,130623977.00,377422,35.20,7.70,-4.95
24-October-2017,125.60,125.90,124.25,124.55,124.813018043650399380,332139,1224,41455271.00,110180,33.17,1.65,-1.05
23-October-2017,124.85,126.50,124.00,124.65,124.744597027004587418,2481134,2277,309508061.00,199226,8.03,2.50,-0.20
19-October-2017,126.50,126.70,123.65,124.70,125.208083034700296248,328441,1484,41123468.00,155478,47.34,3.05,-1.80
18-October-2017,126.25,127.15,125.65,126.30,126.475216434609068621,644883,2563,81561717.00,210661,32.67,1.50,0.05
17-October-2017,126.70,127.75,125.05,125.85,126.452989435164964882,1592642,7356,201394342.00,441361,27.71,2.70,-0.85
16-October-2017,117.35,125.30,116.10,124.80,121.960711769805572486,3138599,12933,382785768.00,773495,24.64,9.20,7.45
13-October-2017,118.85,118.85,116.00,117.20,116.613045451350583230,1308916,1969,152636681.00,997390,76.20,2.85,-1.65
12-October-2017,117.00,118.20,115.90,118.00,117.403616281055877355,333713,2379,39179113.00,125242,37.53,2.30,1.00
11-October-2017,118.75,120.00,116.35,116.95,118.618668210166525163,729079,3603,86482380.00,321266,44.06,3.65,-1.80
10-October-2017,118.50,118.60,116.50,118.00,117.409501849924407606,263254,1158,30908521.00,108359,41.16,2.10,-0.50
9-October-2017,118.50,119.00,116.35,116.95,117.260227699162545898,1684152,1447,197484047.00,1444390,85.76,2.65,-1.55
6-October-2017,115.00,118.45,114.50,117.70,116.596828753677676442,408546,1671,47635168.00,201191,49.25,3.95,2.70
5-October-2017,114.00,114.50,113.00,114.15,113.785122325590632722,352461,1121,40104818.00,90235,25.60,1.50,0.15
4-October-2017,113.50,113.65,112.20,113.30,113.076950697109964956,359269,1090,40625043.00,140600,39.14,1.45,-0.20
3-October-2017,113.40,114.40,112.05,112.40,112.922143522913239380,232813,696,26289743.00,104513,44.89,2.35,-1.00
29-September-2017,111.80,113.50,111.80,112.60,112.477585862265247914,985561,925,110853522.00,766830,77.81,1.70,0.80
28-September-2017,110.50,111.75,110.00,111.20,110.938757290496076988,1376621,2298,152720623.00,697302,50.65,1.75,0.70
27-September-2017,113.65,114.00,110.10,110.50,111.936483619718353099,325727,1281,36460735.00,87533,26.87,3.90,-3.15
26-September-2017,111.75,112.50,109.60,112.05,111.195677124162913547,390342,1433,43404343.00,117843,30.19,2.90,0.30
25-September-2017,113.75,113.75,110.60,111.60,111.647394088502974391,1416088,2660,158102535.00,1000790,70.67,3.15,-2.15
22-September-2017,118.00,118.00,113.55,113.75,114.388805975764842215,2392062,2064,273625116.00,2149347,89.85,4.45,-4.25
21-September-2017,120.80,120.85,117.50,118.40,118.675060168890249161,359405,1704,42652410.00,99088,27.57,3.35,-2.40
20-September-2017,120.00,121.00,117.95,120.20,119.453016394603976447,734022,3380,87681142.00,255641,34.83,3.05,0.20
19-September-2017,117.60,119.50,116.65,119.05,117.336552884437762702,1759355,2392,206436651.00,1388279,78.91,2.85,1.45
18-September-2017,116.00,117.40,115.50,116.85,116.804523224628698924,443710,2073,51827335.00,233423,52.61,1.90,0.85
15-September-2017,113.00,115.60,113.00,115.10,115.031371814408513432,475108,1989,54652325.00,190027,40.00,2.60,2.10
14-September-2017,114.00,114.90,113.25,114.50,114.444876092895343672,328714,3572,37619633.00,159945,48.66,1.65,0.50
13-September-2017,114.50,115.00,112.75,113.05,114.022087821861694252,222883,2042,25413585.00,83536,37.48,2.25,-1.45
12-September-2017,113.30,114.95,113.30,114.45,114.243255122343184921,807687,2982,92272792.00,551838,68.32,1.65,1.15
11-September-2017,112.65,113.50,112.20,112.85,112.833317872065741309,517422,2515,58382441.00,245947,47.53,1.30,0.20
8-September-2017,112.40,112.40,110.75,111.30,111.436195361540491846,174282,862,19421323.00,57997,33.28,1.65,-1.10
7-September-2017,111.80,112.55,111.00,111.25,111.797258924556181339,233485,995,26102983.00,83264,35.66,1.55,-0.55
6-September-2017,111.15,111.70,110.65,111.40,111.259979098848034210,249747,1375,27786846.00,87365,34.98,1.05,0.25
5-September-2017,112.25,113.00,111.60,111.95,112.307504123065192087,346223,1417,38883441.00,119396,34.49,1.40,-0.30
4-September-2017,111.10,112.90,109.65,111.65,111.467721291193341581,889100,3947,99105951.00,340889,38.34,3.25,0.55
1-September-2017,108.50,110.90,108.50,110.15,109.856407972812011670,366044,1662,40212279.00,163901,44.78,2.40,1.65
31-August-2017,108.05,109.60,108.00,108.45,108.952568816945999716,324702,1912,35377117.00,127597,39.30,1.60,0.40
30-August-2017,108.90,109.80,108.55,108.90,109.157444207770227508,276517,1351,30183889.00,115187,41.66,1.25,0.00
29-August-2017,109.60,109.60,107.25,107.65,108.091484315225707727,392100,2017,42382671.00,90171,23.00,2.35,-1.95
28-August-2017,106.65,110.00,106.65,109.45,108.427420873059059270,387763,2243,42044142.00,142094,36.64,3.35,2.80
24-August-2017,107.50,107.50,105.55,106.65,106.290963116687104990,212020,1529,22535810.00,75653,35.68,1.95,-0.85
23-August-2017,106.20,106.85,104.95,106.60,106.088165297485685835,401700,1753,42615616.00,151761,37.78,1.90,0.40
22-August-2017,106.40,107.05,104.35,105.35,105.499166388796265421,215928,1091,22780224.00,59196,27.41,2.70,-1.05
21-August-2017,109.70,109.70,105.30,106.00,107.670744694780764161,458228,1796,49337750.00,107366,23.43,4.40,-3.70
18-August-2017,109.00,109.75,107.60,108.55,108.463272944843323871,287472,1243,31180154.00,111933,38.94,2.15,-0.45
17-August-2017,110.05,111.60,109.40,110.05,110.469322942976851989,269224,1363,29740993.00,103528,38.45,2.20,0.00
16-August-2017,110.10,110.60,106.70,110.15,108.676327885597548518,477752,2553,51920333.00,153029,32.03,3.90,0.05
14-August-2017,107.80,109.35,106.80,108.70,108.217683953886183550,305158,1601,33023492.00,102059,33.44,2.55,0.90
11-August-2017,103.85,106.75,100.50,105.50,103.909958991496624409,725947,3022,75433123.00,217126,29.91,6.25,1.65
10-August-2017,107.05,107.70,102.25,105.00,105.821598901573532286,879804,3417,93102266.00,301106,34.22,5.45,-2.05
9-August-2017,112.00,113.00,107.50,108.50,110.485126116098658368,1188627,3113,131325604.00,677462,57.00,5.50,-3.50
8-August-2017,114.50,115.00,112.00,112.40,113.356655705237731356,349407,1489,39607609.00,114556,32.79,3.00,-2.10
7-August-2017,114.90,114.90,113.40,114.50,114.236555286181089912,332045,1297,37931677.00,96827,29.16,1.50,-0.40
4-August-2017,113.60,114.65,112.25,114.00,113.644864105859393593,420180,1840,47751299.00,124332,29.59,2.40,0.40
3-August-2017,114.70,114.95,113.10,113.30,113.987690087752168636,357598,1375,40761770.00,116818,32.67,1.85,-1.40
2-August-2017,115.50,115.55,114.05,115.05,114.885324412041000440,6121983,2478,703326003.00,581140,9.49,1.50,-0.45
1-August-2017,116.00,116.50,114.25,115.20,115.377721941327898524,486739,1992,56158837.00,159845,32.84,2.25,-0.80
31-July-2017,114.00,115.95,113.95,115.25,115.079006571823307568,642744,2419,73966341.00,254268,39.56,2.00,1.25
28-July-2017,112.95,114.70,112.75,113.80,113.756301995101265686,463385,2433,52712964.00,145021,31.30,1.95,0.85
27-July-2017,116.90,116.90,112.60,112.95,114.021088147096214873,927393,4462,105742359.00,366749,39.55,4.30,-3.95
26-July-2017,119.40,121.45,112.00,114.80,114.704434688910693303,6810038,16315,781141559.00,2713868,39.85,9.45,-4.60
25-July-2017,117.15,119.75,116.95,119.05,118.460321963726540991,3521142,2519,417115615.00,3139541,89.16,2.80,1.90
24-July-2017,117.70,118.65,116.80,117.05,117.597948621139899633,317835,1449,37376744.00,138813,43.67,1.85,-0.65
21-July-2017,119.40,120.55,116.60,117.35,118.301468868791568551,735532,3426,87014516.00,296259,40.28,3.95,-2.05
20-July-2017,115.50,119.35,115.50,118.90,118.433890580844621373,1821692,9313,215750071.00,1055232,57.93,3.85,3.40
19-July-2017,116.20,117.00,114.45,115.35,115.357932252752720086,934621,3887,107815946.00,499424,53.44,2.55,-0.85
18-July-2017,113.50,115.30,112.80,113.30,113.762956031137285721,1621079,2439,184418739.00,1353172,83.47,2.50,-0.20
17-July-2017,116.70,116.70,113.75,114.15,114.527929897773141034,300019,1503,34360555.00,116901,38.96,2.95,-2.55
14-July-2017,115.45,116.70,114.15,115.70,115.894036824262407977,1260419,1733,146075046.00,165788,13.15,2.55,0.25
13-July-2017,115.25,116.35,114.80,115.15,115.592594019386173645,337457,1724,39007530.00,138435,41.02,1.55,-0.10
12-July-2017,113.30,115.50,113.30,114.95,114.587694761428635040,247033,1125,28306942.00,59564,24.11,2.20,1.65
11-July-2017,115.95,115.95,113.65,114.00,114.668367280620799916,461598,1670,52930689.00,127148,27.55,2.30,-1.95
10-July-2017,116.50,116.70,113.85,114.35,115.543983650330177586,2402495,13249,277593843.00,1647251,68.56,2.85,-2.15
7-July-2017,115.85,116.30,115.15,115.60,115.831264761136042608,351853,1719,40755578.00,85870,24.41,1.15,-0.25
6-July-2017,115.40,116.15,115.00,115.50,115.701580381471389645,412875,1734,47770290.00,140953,34.14,1.15,0.10
5-July-2017,112.00,115.30,111.85,114.80,113.899492836680169872,725013,2472,82578613.00,216184,29.82,3.45,2.80
4-July-2017,112.65,113.10,111.50,112.15,112.301245294728747014,296476,1207,33294624.00,91543,30.88,1.60,-0.50
3-July-2017,113.00,113.35,111.70,112.20,112.460762491494759717,379178,1509,42642647.00,108304,28.56,1.65,-0.80
30-June-2017,113.00,113.30,111.65,112.80,112.426064924678457645,305092,1336,34300293.00,73656,24.14,1.65,-0.20
29-June-2017,112.55,114.80,112.30,113.00,113.501516684335077029,1238557,1802,140578098.00,908152,73.32,2.50,0.45
28-June-2017,113.00,113.45,111.10,111.90,112.116849188983625350,907195,2693,101711845.00,393753,43.40,2.35,-1.10
27-June-2017,115.30,115.30,111.35,112.50,112.404398244261225458,674360,2506,75801030.00,192894,28.60,3.95,-2.80
23-June-2017,117.70,117.85,114.45,114.95,115.184226058641820194,855601,2674,98551739.00,241418,28.22,3.40,-2.75
22-June-2017,117.70,119.50,117.00,117.50,118.141815689228605191,1400515,2931,165459385.00,760273,54.29,2.50,-0.20
21-June-2017,119.00,119.00,116.00,116.85,117.575673932284244160,866593,2079,101890256.00,436402,50.36,3.00,-2.15
20-June-2017,119.95,120.75,118.30,119.00,119.279594053552632211,416114,1514,49633909.00,111612,26.82,2.45,-0.95
19-June-2017,121.50,121.95,119.05,119.30,120.820775579324000948,1046392,3484,126425893.00,227465,21.74,2.90,-2.20
16-June-2017,120.10,122.40,119.95,120.90,121.392202506853108682,1245785,5347,151228585.00,299979,24.08,2.45,0.80
15-June-2017,116.05,119.60,115.35,119.10,118.096007603341874249,2335815,4309,275850426.00,1320318,56.52,4.25,3.05
14-June-2017,114.95,117.20,114.20,116.35,115.609682407259793307,646079,2634,74692988.00,132031,20.44,3.00,1.40
13-June-2017,114.00,116.70,114.00,115.10,115.618152706654402174,582712,1872,67372085.00,224190,38.47,2.70,1.10
12-June-2017,116.90,116.90,114.00,114.20,114.944783147916206193,325752,1576,37443493.00,79317,24.35,2.90,-2.70
9-June-2017,115.70,118.45,115.40,116.90,117.536806260416275077,1276848,4403,150076636.00,397053,31.10,3.05,1.20
8-June-2017,116.00,116.90,114.15,116.35,116.095288756453745279,1316871,3108,152882519.00,697773,52.99,2.75,0.35
7-June-2017,112.50,115.50,112.10,115.00,113.757630420088073306,500038,1880,56883138.00,85014,17.00,3.40,2.50
6-June-2017,114.50,114.55,111.50,112.70,112.748408356626299011,1955526,1735,220482444.00,102621,5.25,3.05,-1.80
5-June-2017,114.90,115.60,113.45,114.00,114.538278952775711198,451632,2296,51729152.00,105111,23.27,2.15,-0.90
2-June-2017,117.45,117.45,113.80,114.30,115.335132065437753642,831141,5036,95859757.00,234945,28.27,3.65,-3.15
1-June-2017,111.05,116.85,110.90,115.90,114.416890558947862846,1383850,5210,158335814.00,227325,16.43,5.95,4.85
31-May-2017,110.50,111.95,110.10,111.30,111.206581230170521533,625962,1593,69611094.00,89694,14.33,1.85,0.80
30-May-2017,111.50,111.50,106.75,110.15,109.735389771966116376,371743,1593,40793363.00,65099,17.51,4.75,-1.35
29-May-2017,112.50,113.00,108.25,108.80,109.551740127632232857,961826,2214,105369712.00,510548,53.08,4.75,-3.70
26-May-2017,111.00,113.60,111.00,112.50,112.469130107118498471,502901,2441,56560838.00,113599,22.59,2.60,1.50
25-May-2017,108.00,111.15,107.40,110.70,109.369874911330645858,577990,2339,63214694.00,134611,23.29,3.75,2.70
24-May-2017,108.90,110.75,105.70,107.30,109.193305317380300204,1681185,2427,183574147.00,1113617,66.24,5.05,-1.60
23-May-2017,110.55,110.85,104.55,107.70,107.753821289813897566,840881,3202,90608141.00,154003,18.31,6.30,-2.85
22-May-2017,113.00,113.40,110.10,110.45,111.632857817727230365,311171,1402,34736908.00,66828,21.48,3.30,-2.55
19-May-2017,112.00,114.45,110.10,112.40,112.676739425045413915,762982,2379,85970324.00,291218,38.17,4.35,0.40
18-May-2017,114.00,114.55,110.55,111.15,112.602938345028238918,373952,1814,42108094.00,124012,33.16,4.00,-2.85
17-May-2017,115.30,116.35,114.65,114.90,115.195194730901838309,388074,1532,44704260.00,104511,26.93,1.70,-0.40
16-May-2017,116.50,116.50,114.30,115.25,115.201663038061013036,571845,1954,65877495.00,138542,24.23,2.20,-1.25
15-May-2017,115.90,117.35,115.00,117.05,116.257961424359768213,541015,2039,62897301.00,120796,22.33,2.35,1.15
12-May-2017,116.40,117.25,113.75,114.90,114.997151519541707790,1325268,2508,152402045.00,311078,23.47,3.50,-1.50
11-May-2017,118.00,118.25,115.45,116.00,116.379775920149719276,1001875,3428,116597988.00,261302,26.08,2.80,-2.00
10-May-2017,119.05,119.25,116.60,117.05,117.494640000245660258,651306,2605,76524964.00,212597,32.64,2.65,-2.00
9-May-2017,118.70,119.00,115.55,118.30,117.248122972462413961,934323,4234,109547618.00,191133,20.46,3.45,-0.40
8-May-2017,117.60,119.75,117.60,118.25,118.567526864515745917,1212473,5039,143759925.00,262972,21.69,2.15,0.65
5-May-2017,113.05,120.00,112.60,116.40,117.421726792580492469,6361123,24362,746934047.00,1930553,30.35,7.40,3.35
4-May-2017,112.85,113.95,111.35,112.40,112.452961392721113080,1021310,4151,114849334.00,275596,26.98,2.60,-0.45
3-May-2017,113.55,114.00,110.00,112.10,111.562586262478594333,2227214,6551,248473754.00,928247,41.68,4.00,-1.45
2-May-2017,110.90,115.30,110.00,112.55,113.505989957862895659,5036179,24422,571636483.00,773998,15.37,5.30,1.65
28-April-2017,95.00,109.00,94.60,107.45,103.631551034056816770,7231034,29117,749363269.00,987050,13.65,14.40,12.45
27-April-2017,95.00,95.40,93.75,94.60,94.477591268237825627,410822,1519,38813473.00,120147,29.25,1.65,-0.40
26-April-2017,94.75,95.80,93.20,94.35,94.785693020221449596,772546,3180,73226308.00,231360,29.95,2.60,-0.40
25-April-2017,93.90,95.00,93.25,93.95,94.309383661324261441,539395,1938,50870010.00,161455,29.93,1.75,0.05
24-April-2017,92.50,93.30,92.40,92.95,92.885981159628825706,326639,1258,30340184.00,74062,22.67,0.90,0.45
21-April-2017,92.60,93.90,92.05,92.40,92.803622324111651538,258232,1222,23964865.00,82628,32.00,1.85,-0.20
20-April-2017,91.85,92.85,91.60,92.55,92.332366632605063824,308265,1121,28462837.00,91765,29.77,1.25,0.70
19-April-2017,92.00,92.50,91.05,91.65,91.653497669182698552,346445,1194,31752896.00,148613,42.90,1.45,-0.35
18-April-2017,93.00,94.40,91.10,91.85,93.516810431377798601,956192,4423,89420026.00,325794,34.07,3.30,-1.15
17-April-2017,92.70,93.05,91.60,92.50,92.444239752808001522,341435,1186,31563699.00,83387,24.42,1.45,-0.20
13-April-2017,92.95,93.40,92.35,92.60,92.831640000298457719,402067,1497,37324539.00,130382,32.43,1.05,-0.35
12-April-2017,92.00,93.60,90.75,92.55,92.349747036284830010,855261,3312,78983137.00,233985,27.36,2.85,0.55
11-April-2017,90.95,92.30,90.25,91.85,91.427580875152473070,582070,2290,53217252.00,210517,36.17,2.05,0.90
10-April-2017,88.00,90.50,87.85,89.80,89.412264612374663731,408900,1533,36560675.00,177293,43.36,2.65,1.80
7-April-2017,88.05,89.60,87.50,87.85,88.688030744317941987,521202,1932,46224379.00,184567,35.41,2.10,-0.20
6-April-2017,90.80,91.00,88.70,88.90,89.381692169216921692,444400,3735,39721224.00,179192,40.32,2.30,-1.90
5-April-2017,90.85,91.50,90.05,90.95,91.197469400803203056,2296057,1534,209394588.00,2091061,91.07,1.45,0.10
3-April-2017,91.25,91.80,90.05,90.45,90.860968470618179504,314310,2180,28558511.00,114984,36.58,1.75,-0.80
31-March-2017,90.30,92.00,90.10,91.35,91.270487306359021752,577809,7014,52736909.00,271670,47.02,1.90,1.05
30-March-2017,91.65,91.90,90.50,90.80,91.230806142034548944,510580,1564,46580625.00,133396,26.13,1.40,-0.85
29-March-2017,91.60,91.60,89.95,91.10,90.596991973551717916,859035,2398,77825987.00,149837,17.44,1.65,-0.50
28-March-2017,90.75,91.35,90.35,90.50,90.750952042962660469,308547,1354,28000934.00,111187,36.04,1.00,-0.25
27-March-2017,90.00,91.25,89.60,90.15,90.507756434203023927,813776,3198,73653040.00,241789,29.71,1.65,0.15
24-March-2017,88.20,90.55,88.10,89.70,89.927419477058241517,923774,4555,83072612.00,340035,36.81,2.45,1.50
23-March-2017,87.50,88.45,87.10,88.20,87.896979195193175871,368809,1502,32417197.00,140780,38.17,1.35,0.70
22-March-2017,88.10,88.60,86.85,87.10,87.595604411667970091,410457,1544,35954229.00,125507,30.58,1.75,-1.00
21-March-2017,87.90,89.00,85.10,88.80,88.073943588784269709,673554,2855,59322557.00,244066,36.24,3.90,0.90
20-March-2017,87.35,87.75,86.00,86.90,86.943074015145171130,501546,1695,43605951.00,126164,25.16,1.75,-0.45
17-March-2017,88.80,89.10,86.70,87.15,87.363655400594714578,405909,1867,35461694.00,137597,33.90,2.40,-1.65
16-March-2017,86.75,89.20,86.75,88.50,87.960013927196264234,1025332,4080,90188217.00,266077,25.95,2.45,1.75
15-March-2017,86.00,87.65,85.45,86.50,86.860709798336545543,715499,2463,62148751.00,165089,23.07,2.20,0.50
